Starting weather data processing at Wed 26 Mar 2025 13:39:54 EDT
Input path: ../weather_data/weatherstats_kitchenerwaterloo_hourly.csv
Running weather station data processing...
2025-03-26 13:39:54,373 - __main__ - INFO - Last processed time: 2025-03-26 00:00:00
2025-03-26 13:39:54,374 - __main__ - INFO - Reading weather station data from: ../weather_data/weatherstats_kitchenerwaterloo_hourly.csv
2025-03-26 13:39:54,379 - __main__ - INFO - Loaded 1000 rows of weather data
2025-03-26 13:39:54,379 - __main__ - INFO - Timespan: 2025-02-12 08:00:00 to 2025-03-26 00:00:00
2025-03-26 13:39:54,380 - __main__ - INFO - Aggregating weather data to 15-minute intervals
2025-03-26 13:39:54,380 - __main__ - INFO - Processing metric: temperature
2025-03-26 13:39:54,382 - __main__ - INFO - Processing metric: dew_point
2025-03-26 13:39:54,384 - __main__ - INFO - Processing metric: pressure_station
2025-03-26 13:39:54,385 - __main__ - INFO - Processing metric: pressure_sea
2025-03-26 13:39:54,387 - __main__ - INFO - Processing metric: wind_speed
2025-03-26 13:39:54,389 - __main__ - INFO - Processing metric: wind_gust
2025-03-26 13:39:54,390 - __main__ - INFO - Processing metric: relative_humidity
2025-03-26 13:39:54,392 - __main__ - INFO - Processing metric: windchill
2025-03-26 13:39:54,394 - __main__ - INFO - Processing metric: humidex
2025-03-26 13:39:54,395 - __main__ - WARNING - No valid numeric data for metric humidex
2025-03-26 13:39:54,395 - __main__ - INFO - Processing metric: visibility
2025-03-26 13:39:54,396 - __main__ - INFO - Processing metric: solar_radiation
2025-03-26 13:39:54,397 - __main__ - WARNING - No valid numeric data for metric solar_radiation
2025-03-26 13:39:54,398 - __main__ - INFO - Aggregated data: 7942 rows with valid values across 9 metrics
2025-03-26 13:39:54,414 - __main__ - INFO - Successfully saved 7942 rows of 15min weather data to /Users/hamza/Desktop/Pavement Performance URA Project/pavement_data/processed_weather/15min/weather_15min_20250326.csv
2025-03-26 13:39:54,414 - __main__ - INFO - Aggregating weather data to hourly intervals
2025-03-26 13:39:54,415 - __main__ - INFO - Processing hourly aggregation for metric: dew_point
/Users/hamza/Desktop/Pavement Performance URA Project/pavement_data/scripts/weather_station_processor.py:417: FutureWarning: 'H' is deprecated and will be removed in a future version, please use 'h' instead.
  hourly_groups = metric_data.groupby(pd.Grouper(freq='1H'))
2025-03-26 13:39:54,547 - __main__ - INFO - Processing hourly aggregation for metric: pressure_sea
2025-03-26 13:39:54,676 - __main__ - INFO - Processing hourly aggregation for metric: pressure_station
2025-03-26 13:39:54,803 - __main__ - INFO - Processing hourly aggregation for metric: relative_humidity
2025-03-26 13:39:54,933 - __main__ - INFO - Processing hourly aggregation for metric: temperature
2025-03-26 13:39:55,061 - __main__ - INFO - Processing hourly aggregation for metric: visibility
2025-03-26 13:39:55,188 - __main__ - INFO - Processing hourly aggregation for metric: wind_gust
2025-03-26 13:39:55,250 - __main__ - INFO - Processing hourly aggregation for metric: wind_speed
2025-03-26 13:39:55,378 - __main__ - INFO - Processing hourly aggregation for metric: windchill
2025-03-26 13:39:55,480 - __main__ - INFO - Successfully saved 7942 rows of hourly weather data to /Users/hamza/Desktop/Pavement Performance URA Project/pavement_data/processed_weather/hourly/weather_hourly_20250326.csv
2025-03-26 13:39:55,480 - __main__ - INFO - Aggregating weather data to daily intervals
2025-03-26 13:39:55,482 - __main__ - INFO - Processing daily aggregation for metric: dew_point
2025-03-26 13:39:55,505 - __main__ - INFO - Processing daily aggregation for metric: pressure_sea
2025-03-26 13:39:55,527 - __main__ - INFO - Processing daily aggregation for metric: pressure_station
2025-03-26 13:39:55,549 - __main__ - INFO - Processing daily aggregation for metric: relative_humidity
2025-03-26 13:39:55,572 - __main__ - INFO - Processing daily aggregation for metric: temperature
2025-03-26 13:39:55,594 - __main__ - INFO - Processing daily aggregation for metric: visibility
2025-03-26 13:39:55,616 - __main__ - INFO - Processing daily aggregation for metric: wind_gust
2025-03-26 13:39:55,629 - __main__ - INFO - Processing daily aggregation for metric: wind_speed
2025-03-26 13:39:55,651 - __main__ - INFO - Processing daily aggregation for metric: windchill
2025-03-26 13:39:55,668 - __main__ - INFO - Successfully saved 377 rows of daily weather data to /Users/hamza/Desktop/Pavement Performance URA Project/pavement_data/processed_weather/daily/weather_daily_20250326.csv
2025-03-26 13:39:55,669 - __main__ - INFO - Aggregating weather data to weekly intervals
2025-03-26 13:39:55,680 - __main__ - INFO - Processing weekly aggregation for metric: dew_point, week: 2025-03-10 00:00:00
2025-03-26 13:39:55,680 - __main__ - INFO - Processing weekly aggregation for metric: pressure_sea, week: 2025-03-10 00:00:00
2025-03-26 13:39:55,680 - __main__ - INFO - Processing weekly aggregation for metric: pressure_station, week: 2025-03-10 00:00:00
2025-03-26 13:39:55,681 - __main__ - INFO - Processing weekly aggregation for metric: relative_humidity, week: 2025-03-10 00:00:00
2025-03-26 13:39:55,681 - __main__ - INFO - Processing weekly aggregation for metric: temperature, week: 2025-03-10 00:00:00
2025-03-26 13:39:55,681 - __main__ - INFO - Processing weekly aggregation for metric: visibility, week: 2025-03-10 00:00:00
2025-03-26 13:39:55,682 - __main__ - INFO - Processing weekly aggregation for metric: wind_gust, week: 2025-03-10 00:00:00
2025-03-26 13:39:55,682 - __main__ - INFO - Processing weekly aggregation for metric: wind_speed, week: 2025-03-10 00:00:00
2025-03-26 13:39:55,682 - __main__ - INFO - Processing weekly aggregation for metric: windchill, week: 2025-03-10 00:00:00
2025-03-26 13:39:55,682 - __main__ - INFO - Processing weekly aggregation for metric: dew_point, week: 2025-03-17 00:00:00
2025-03-26 13:39:55,683 - __main__ - INFO - Processing weekly aggregation for metric: pressure_sea, week: 2025-03-17 00:00:00
2025-03-26 13:39:55,683 - __main__ - INFO - Processing weekly aggregation for metric: pressure_station, week: 2025-03-17 00:00:00
2025-03-26 13:39:55,683 - __main__ - INFO - Processing weekly aggregation for metric: relative_humidity, week: 2025-03-17 00:00:00
2025-03-26 13:39:55,684 - __main__ - INFO - Processing weekly aggregation for metric: temperature, week: 2025-03-17 00:00:00
2025-03-26 13:39:55,684 - __main__ - INFO - Processing weekly aggregation for metric: visibility, week: 2025-03-17 00:00:00
2025-03-26 13:39:55,684 - __main__ - INFO - Processing weekly aggregation for metric: wind_gust, week: 2025-03-17 00:00:00
2025-03-26 13:39:55,685 - __main__ - INFO - Processing weekly aggregation for metric: wind_speed, week: 2025-03-17 00:00:00
2025-03-26 13:39:55,685 - __main__ - INFO - Processing weekly aggregation for metric: windchill, week: 2025-03-17 00:00:00
2025-03-26 13:39:55,685 - __main__ - INFO - Processing weekly aggregation for metric: dew_point, week: 2025-03-24 00:00:00
2025-03-26 13:39:55,685 - __main__ - INFO - Processing weekly aggregation for metric: pressure_sea, week: 2025-03-24 00:00:00
2025-03-26 13:39:55,685 - __main__ - INFO - Processing weekly aggregation for metric: pressure_station, week: 2025-03-24 00:00:00
2025-03-26 13:39:55,686 - __main__ - INFO - Processing weekly aggregation for metric: relative_humidity, week: 2025-03-24 00:00:00
2025-03-26 13:39:55,686 - __main__ - INFO - Processing weekly aggregation for metric: temperature, week: 2025-03-24 00:00:00
2025-03-26 13:39:55,686 - __main__ - INFO - Processing weekly aggregation for metric: visibility, week: 2025-03-24 00:00:00
2025-03-26 13:39:55,686 - __main__ - INFO - Processing weekly aggregation for metric: wind_gust, week: 2025-03-24 00:00:00
2025-03-26 13:39:55,687 - __main__ - INFO - Processing weekly aggregation for metric: wind_speed, week: 2025-03-24 00:00:00
2025-03-26 13:39:55,687 - __main__ - INFO - Processing weekly aggregation for metric: windchill, week: 2025-03-24 00:00:00
2025-03-26 13:39:55,688 - __main__ - INFO - Successfully saved 63 rows of weekly weather data to /Users/hamza/Desktop/Pavement Performance URA Project/pavement_data/processed_weather/weekly/weather_weekly_20250326.csv
2025-03-26 13:39:55,688 - __main__ - INFO - Updated last processed time to 2025-03-26 00:00:00
2025-03-26 13:39:55,688 - __main__ - INFO - Updated last processed time to: 2025-03-26 00:00:00
2025-03-26 13:39:55,688 - __main__ - INFO - Weather data processing complete
Processing completed successfully at Wed 26 Mar 2025 13:39:55 EDT
